"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -6.57385198622E-007, +0.00000000000E+000
+9.49970000000E+005, -6.57385198622E-007, +0.00000000000E+000
+1.59994000000E+006, +3.74010406947E-007, +0.00000000000E+000
+2.24991000000E+006, +6.46142583000E-008, +0.00000000000E+000
+2.89988000000E+006, +1.31389392137E-008, +0.00000000000E+000
+3.54985000000E+006, -1.89409728314E-007, +0.00000000000E+000
+4.19982000000E+006, +5.96631106571E-008, +0.00000000000E+000
+4.84979000000E+006, -5.89374614238E-008, +0.00000000000E+000
+5.49976000000E+006, -3.09562704770E-008, +0.00000000000E+000
+6.14973000000E+006, +1.28280408051E-007, +0.00000000000E+000
+6.79970000000E+006, +1.54838412823E-008, +0.00000000000E+000
+7.44967000000E+006, -3.80953255612E-008, +0.00000000000E+000
+8.09964000000E+006, -6.82225149980E-008, +0.00000000000E+000
+8.74961000000E+006, +7.70158962221E-008, +0.00000000000E+000
+9.39958000000E+006, -1.24631273955E-009, +0.00000000000E+000
+1.00495500000E+007, -2.71501076763E-009, +0.00000000000E+000
+1.06995200000E+007, +7.36919079634E-009, +0.00000000000E+000
+1.13494900000E+007, -5.32613483494E-009, +0.00000000000E+000
+1.19994600000E+007, +9.59558206599E-009, +0.00000000000E+000
+1.26494300000E+007, +9.31801772647E-010, +0.00000000000E+000
+1.32994000000E+007, -7.95015420747E-009, +0.00000000000E+000
+1.39493700000E+007, +4.40747641668E-009, +0.00000000000E+000
+1.45993400000E+007, -7.50445108598E-010, +0.00000000000E+000
+1.52493100000E+007, +2.39876878590E-009, +0.00000000000E+000
+1.58992800000E+007, -6.70928622144E-009, +0.00000000000E+000
+1.65492500000E+007, +8.15236033727E-009, +0.00000000000E+000
+1.71992200000E+007, -4.22106233908E-009, +0.00000000000E+000
+1.78491900000E+007, +4.00762407014E-009, +0.00000000000E+000
+1.84991600000E+007, -8.38882817917E-010, +0.00000000000E+000
+1.91491300000E+007, +4.71538316946E-010, +0.00000000000E+000
+1.97991000000E+007, -3.06282310445E-009, +0.00000000000E+000
+2.04490700000E+007, -2.55996802887E-009, +0.00000000000E+000
+2.10990400000E+007, +4.68893860039E-009, +0.00000000000E+000
+2.17490100000E+007, -3.21045191482E-009, +0.00000000000E+000
+2.23989800000E+007, -6.53260421188E-009, +0.00000000000E+000
+2.30489500000E+007, -4.13962031876E-009, +0.00000000000E+000
+2.36989200000E+007, +1.88007349786E-009, +0.00000000000E+000
+2.43488900000E+007, -3.44961062126E-009, +0.00000000000E+000
+2.49988600000E+007, +3.72868895462E-010, +0.00000000000E+000
+2.56488300000E+007, +7.93814375526E-009, +0.00000000000E+000
+2.62988000000E+007, +3.74246610594E-010, +0.00000000000E+000
+2.69487700000E+007, +9.55114253963E-009, +0.00000000000E+000
+2.75987400000E+007, +2.14988875391E-009, +0.00000000000E+000
+2.82487100000E+007, +2.68835741349E-009, +0.00000000000E+000
+2.88986800000E+007, +3.34968190427E-011, +0.00000000000E+000
+2.95486500000E+007, +5.51862434338E-009, +0.00000000000E+000
+3.01986200000E+007, -1.65575060480E-010, +0.00000000000E+000
+3.08485900000E+007, +5.58492504703E-010, +0.00000000000E+000
+3.14985600000E+007, +3.00535723982E-010, +0.00000000000E+000
+3.21485300000E+007, +1.13945696454E-009, +0.00000000000E+000
+3.27985000000E+007, +2.83158804287E-009, +0.00000000000E+000
+3.34484700000E+007, -1.12523738137E-009, +0.00000000000E+000
+3.40984400000E+007, +2.15653148323E-010, +0.00000000000E+000
+3.47484100000E+007, -2.31459739512E-009, +0.00000000000E+000
+3.53983800000E+007, -1.50549479939E-010, +0.00000000000E+000
+3.60483500000E+007, -3.96892397350E-010, +0.00000000000E+000
+3.66983200000E+007, -7.02310195482E-009, +0.00000000000E+000
+3.73482900000E+007, +5.46130956538E-010, +0.00000000000E+000
+3.79982600000E+007, -2.72034891579E-009, +0.00000000000E+000
+3.86482300000E+007, +4.34931768084E-010, +0.00000000000E+000
+3.92982000000E+007, -2.23018904565E-009, +0.00000000000E+000
+3.99481700000E+007, -1.50182520283E-009, +0.00000000000E+000
+4.05981400000E+007, -5.24065622273E-009, +0.00000000000E+000
+4.12481100000E+007, -6.51155556086E-009, +0.00000000000E+000
+4.18980800000E+007, +2.59353945449E-009, +0.00000000000E+000
+4.25480500000E+007, +5.13578652355E-009, +0.00000000000E+000
+4.31980200000E+007, +1.73421968006E-009, +0.00000000000E+000
+4.38479900000E+007, -1.81216410244E-010, +0.00000000000E+000
+4.44979600000E+007, +2.58979227347E-009, +0.00000000000E+000
+4.51479300000E+007, +2.40528361162E-009, +0.00000000000E+000
+4.57979000000E+007, +1.25761337483E-009, +0.00000000000E+000
+4.64478700000E+007, -1.42567146712E-009, +0.00000000000E+000
+4.70978400000E+007, -1.23757342200E-009, +0.00000000000E+000
+4.77478100000E+007, +2.50433411442E-009, +0.00000000000E+000
+4.83977800000E+007, +1.74550741534E-009, +0.00000000000E+000
+4.90477500000E+007, +3.69496805560E-009, +0.00000000000E+000
+4.96977200000E+007, +3.55134630736E-009, +0.00000000000E+000
+5.03476900000E+007, +3.94439247579E-009, +0.00000000000E+000
+5.09976600000E+007, +4.13491013393E-009, +0.00000000000E+000
+5.16476300000E+007, +3.73829212187E-009, +0.00000000000E+000
+5.22976000000E+007, +2.09237896244E-009, +0.00000000000E+000
+5.29475700000E+007, +3.78911003728E-010, +0.00000000000E+000
+5.35975400000E+007, +8.97765725717E-010, +0.00000000000E+000
+5.42475100000E+007, +2.08484165255E-009, +0.00000000000E+000
