Frequency	S11_amp	S11_phase	S21_amp	S21_phase	S12_amp	S12_phase	S22_amp	S22_phase
100000.000	5.387093e-002	-6.445768e-001	-8.874995e+001	6.364306e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
749990.000	7.124099e-004	-5.996071e-001	-8.569552e+001	-1.793334e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
1399980.000	9.505634e-004	-7.789500e-001	-9.089927e+001	-1.507028e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2049970.000	3.457685e-004	-9.701061e-001	-7.920190e+001	1.405585e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2699960.000	-3.207457e-004	-1.159102e+000	-8.338249e+001	5.062553e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3349950.000	1.150522e-003	-1.386624e+000	-7.547200e+001	7.288531e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3999940.000	9.763360e-004	-1.572387e+000	-8.064284e+001	9.092708e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
4649930.000	1.520687e-003	-1.792555e+000	-7.844971e+001	9.279577e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5299920.000	7.817020e-004	-1.983483e+000	-7.394435e+001	1.024711e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5949910.000	2.218397e-004	-2.198210e+000	-7.304587e+001	9.541052e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
6599900.000	-3.685052e-005	-2.406828e+000	-7.358137e+001	9.061716e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7249890.000	4.026761e-004	-2.605503e+000	-7.040668e+001	8.915736e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7899880.000	-8.117293e-004	-2.815119e+000	-7.152971e+001	8.431241e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
8549870.000	2.363442e-003	-3.035418e+000	-7.092002e+001	8.952732e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9199860.000	9.855544e-004	-3.245257e+000	-7.054543e+001	8.751261e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9849850.000	9.786565e-004	-3.450410e+000	-6.982007e+001	8.776493e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
10499840.000	3.859605e-004	-3.645597e+000	-6.918913e+001	8.722340e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11149830.000	-1.340598e-003	-3.844761e+000	-6.852681e+001	8.568431e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11799820.000	-2.222906e-003	-4.049628e+000	-6.822594e+001	8.599929e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
12449810.000	-7.736935e-004	-4.262845e+000	-6.767014e+001	8.743169e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
13099800.000	3.989157e-004	-4.477215e+000	-6.733983e+001	8.680787e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
13749790.000	-2.637566e-004	-4.681251e+000	-6.687108e+001	8.561809e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
14399780.000	-1.097175e-003	-4.895078e+000	-6.649437e+001	8.596625e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
15049770.000	-1.566677e-003	-5.108707e+000	-6.603339e+001	8.467021e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
15699760.000	-1.002218e-004	-5.298260e+000	-6.553997e+001	8.525903e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
16349750.000	-3.476576e-004	-5.494316e+000	-6.541340e+001	8.386812e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
16999740.000	-2.293104e-003	-5.711305e+000	-6.519895e+001	8.617648e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
17649730.000	5.128069e-003	-5.941786e+000	-6.481341e+001	8.511686e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
18299720.000	7.951814e-003	-6.163966e+000	-6.447638e+001	8.485542e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
18949710.000	6.494622e-003	-6.365475e+000	-6.421750e+001	8.509390e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
19599700.000	1.272133e-003	-6.543548e+000	-6.405985e+001	8.481552e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
20249690.000	-3.008148e-003	-6.734368e+000	-6.369596e+001	8.457673e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
20899680.000	-3.615779e-003	-6.972062e+000	-6.363708e+001	8.399124e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
21549670.000	-4.615256e-003	-7.186067e+000	-6.329621e+001	8.439019e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
22199660.000	-3.627571e-003	-7.379190e+000	-6.310135e+001	8.430751e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
22849650.000	7.958812e-005	-7.552774e+000	-6.291909e+001	8.553316e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
23499640.000	-9.374273e-004	-7.763537e+000	-6.265250e+001	8.790180e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
24149630.000	-3.122891e-003	-7.972245e+000	-6.224617e+001	8.846359e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
24799620.000	-2.237385e-003	-8.179510e+000	-6.174982e+001	8.807075e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
25449610.000	4.356854e-004	-8.388214e+000	-6.134686e+001	8.676682e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
26099600.000	-3.642757e-004	-8.586448e+000	-6.099095e+001	8.541503e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
26749590.000	-1.133907e-003	-8.797113e+000	-6.077594e+001	8.509939e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
27399580.000	-1.255508e-003	-9.006228e+000	-6.062962e+001	8.439922e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
28049570.000	-6.829674e-004	-9.220802e+000	-6.017471e+001	8.487561e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
28699560.000	-1.009492e-003	-9.420687e+000	-6.001463e+001	8.441131e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
29349550.000	-9.997746e-004	-9.619830e+000	-5.968994e+001	8.280772e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
29999540.000	-1.066800e-003	-9.822898e+000	-5.960602e+001	8.170152e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
30649530.000	-1.454030e-003	-1.003692e+001	-5.958929e+001	8.196059e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
31299520.000	-1.201700e-003	-1.025216e+001	-5.944916e+001	8.311166e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
31949510.000	-1.506192e-003	-1.045736e+001	-5.916129e+001	8.199011e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
32599500.000	-1.493067e-003	-1.066422e+001	-5.899589e+001	8.139399e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
33249490.000	-2.014907e-003	-1.087315e+001	-5.882050e+001	8.078493e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
33899480.000	-2.594717e-003	-1.107956e+001	-5.872839e+001	8.114297e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
34549470.000	-2.560530e-003	-1.127699e+001	-5.851563e+001	8.062404e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
35199460.000	-2.200689e-003	-1.147875e+001	-5.845390e+001	8.078268e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
35849450.000	-2.737506e-003	-1.168487e+001	-5.817717e+001	7.999624e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
36499440.000	-2.870281e-003	-1.189003e+001	-5.812490e+001	7.975824e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
37149430.000	-2.939943e-003	-1.209734e+001	-5.792688e+001	7.941037e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
37799420.000	-3.408759e-003	-1.230619e+001	-5.786613e+001	7.894898e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
38449410.000	-3.473785e-003	-1.251347e+001	-5.766163e+001	7.911471e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
39099400.000	-3.398639e-003	-1.272451e+001	-5.754592e+001	7.887685e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
39749390.000	-4.004107e-003	-1.293508e+001	-5.743481e+001	7.883095e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
40399380.000	-4.620894e-003	-1.314847e+001	-5.734438e+001	7.849676e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
41049370.000	-4.266604e-003	-1.335160e+001	-5.712925e+001	7.890342e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
41699360.000	-2.682348e-003	-1.355916e+001	-5.705272e+001	7.812309e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
42349350.000	-2.829680e-003	-1.376251e+001	-5.686399e+001	7.754757e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
42999340.000	-3.580653e-003	-1.396691e+001	-5.680556e+001	7.779507e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
43649330.000	-3.635015e-003	-1.417002e+001	-5.672134e+001	7.758947e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
44299320.000	-4.544141e-003	-1.438225e+001	-5.660487e+001	7.708853e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
44949310.000	-3.529867e-003	-1.459258e+001	-5.646323e+001	7.673692e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
45599300.000	-4.191820e-003	-1.480410e+001	-5.633015e+001	7.670849e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
46249290.000	-5.358123e-003	-1.500797e+001	-5.623471e+001	7.659067e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
46899280.000	-4.886562e-003	-1.521417e+001	-5.618772e+001	7.666994e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
47549270.000	-6.780114e-003	-1.542196e+001	-5.610928e+001	7.615359e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
48199260.000	-7.124738e-003	-1.562767e+001	-5.603640e+001	7.678788e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
48849250.000	-8.669931e-003	-1.583930e+001	-5.596490e+001	7.651021e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
49499240.000	-8.116342e-003	-1.604393e+001	-5.568624e+001	7.674021e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
50149230.000	-8.970595e-003	-1.625348e+001	-5.571356e+001	7.674735e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
50799220.000	-9.284871e-003	-1.646043e+001	-5.546621e+001	7.704423e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
51449210.000	-8.146505e-003	-1.666821e+001	-5.543324e+001	7.643548e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
52099200.000	-8.591193e-003	-1.687335e+001	-5.538388e+001	7.661740e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
52749190.000	-8.582904e-003	-1.708232e+001	-5.524062e+001	7.641535e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
53399180.000	-8.873084e-003	-1.728824e+001	-5.526157e+001	7.668118e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
54049170.000	-9.599585e-003	-1.749822e+001	-5.516742e+001	7.773404e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
54699160.000	-1.000168e-002	-1.770478e+001	-5.498941e+001	7.832998e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
55349150.000	-1.029462e-002	-1.791009e+001	-5.478136e+001	7.875639e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
55999140.000	-1.119360e-002	-1.811865e+001	-5.439667e+001	7.928674e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
56649130.000	-1.163374e-002	-1.832472e+001	-5.419469e+001	7.829910e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
57299120.000	-1.179050e-002	-1.852847e+001	-5.394400e+001	7.745732e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
57949110.000	-1.232596e-002	-1.873556e+001	-5.380496e+001	7.629121e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
58599100.000	-1.222282e-002	-1.893720e+001	-5.379223e+001	7.585954e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
59249090.000	-1.249302e-002	-1.914585e+001	-5.367997e+001	7.548597e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
59899080.000	-1.297093e-002	-1.934633e+001	-5.362901e+001	7.525491e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
60549070.000	-1.436769e-002	-1.955785e+001	-5.342176e+001	7.521093e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
61199060.000	-1.497671e-002	-1.975840e+001	-5.333804e+001	7.436320e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
61849050.000	-1.547129e-002	-1.996512e+001	-5.329823e+001	7.424070e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
62499040.000	-1.602248e-002	-2.016506e+001	-5.319685e+001	7.387717e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
63149030.000	-1.633132e-002	-2.037305e+001	-5.310995e+001	7.364551e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
63799020.000	-1.688040e-002	-2.057604e+001	-5.304360e+001	7.320985e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
64449010.000	-1.780860e-002	-2.077835e+001	-5.294757e+001	7.264053e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
65099000.000	-1.841582e-002	-2.098561e+001	-5.290515e+001	7.284146e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
65748990.000	-1.766838e-002	-2.118941e+001	-5.284129e+001	7.266592e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
66398980.000	-1.831786e-002	-2.139618e+001	-5.273214e+001	7.223148e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
67048970.000	-1.864391e-002	-2.160172e+001	-5.262345e+001	7.209656e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
67698960.000	-1.988898e-002	-2.180655e+001	-5.253007e+001	7.195872e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
68348950.000	-2.026563e-002	-2.201198e+001	-5.251761e+001	7.189031e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
68998940.000	-2.071031e-002	-2.221571e+001	-5.236882e+001	7.126921e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
