Frequency	S11_amp	S11_phase	S21_amp	S21_phase	S12_amp	S12_phase	S22_amp	S22_phase
100000.000	5.072526e-002	-6.028856e-001	-9.350434e+001	6.861323e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
749990.000	1.216913e-003	-5.802519e-001	-8.716014e+001	-7.616197e+000	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
1399980.000	1.764079e-003	-7.518571e-001	-8.321515e+001	1.401814e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2049970.000	6.393275e-004	-9.465432e-001	-7.503507e+001	1.220251e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2699960.000	1.865175e-003	-1.148555e+000	-8.677804e+001	1.041963e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3349950.000	2.162125e-003	-1.359018e+000	-7.367966e+001	8.675602e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3999940.000	7.716613e-004	-1.552373e+000	-7.692046e+001	1.009569e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
4649930.000	2.487561e-003	-1.770037e+000	-7.558098e+001	9.064149e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5299920.000	1.892289e-003	-1.964010e+000	-7.474201e+001	9.318354e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5949910.000	1.074242e-003	-2.180062e+000	-7.574478e+001	9.847300e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
6599900.000	2.234682e-003	-2.385554e+000	-7.146270e+001	9.311106e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7249890.000	1.836211e-003	-2.591056e+000	-7.212219e+001	8.358519e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7899880.000	3.780256e-004	-2.798727e+000	-7.274775e+001	8.706689e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
8549870.000	3.990197e-003	-3.017398e+000	-7.135167e+001	8.990578e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9199860.000	2.774173e-003	-3.225781e+000	-7.028184e+001	8.694103e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9849850.000	2.532233e-003	-3.433802e+000	-6.986949e+001	8.705061e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
10499840.000	1.683523e-003	-3.631439e+000	-6.931420e+001	8.479394e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11149830.000	-4.385982e-004	-3.827834e+000	-6.890499e+001	8.603739e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11799820.000	-9.358321e-004	-4.033132e+000	-6.841508e+001	8.640021e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
12449810.000	4.812099e-004	-4.244288e+000	-6.789662e+001	8.565148e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
13099800.000	1.378059e-003	-4.462337e+000	-6.773230e+001	8.579819e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
13749790.000	7.541331e-004	-4.658832e+000	-6.731470e+001	8.562104e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
14399780.000	-2.355309e-004	-4.872045e+000	-6.656901e+001	8.539064e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
15049770.000	-7.429209e-004	-5.088773e+000	-6.635443e+001	8.431097e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
