Frequency	S11_amp	S11_phase	S21_amp	S21_phase	S12_amp	S12_phase	S22_amp	S22_phase
100000.000	5.093403e-002	-6.190376e-001	-8.895790e+001	-1.649275e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
749990.000	-8.665715e-004	-5.914969e-001	-9.632934e+001	1.754347e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
1399980.000	4.087142e-004	-7.621617e-001	-9.043240e+001	1.314369e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2049970.000	-4.350480e-004	-9.540681e-001	-7.950846e+001	1.284044e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2699960.000	-4.017851e-004	-1.153887e+000	-8.484983e+001	1.227163e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3349950.000	3.387728e-004	-1.358003e+000	-7.615885e+001	7.037739e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3999940.000	1.455410e-005	-1.561132e+000	-7.426264e+001	9.677392e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
4649930.000	7.570035e-004	-1.781088e+000	-7.602622e+001	9.872444e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5299920.000	-1.220554e-004	-1.971901e+000	-7.471089e+001	8.764217e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5949910.000	-9.826558e-004	-2.180516e+000	-7.269831e+001	8.601622e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
6599900.000	-1.131621e-003	-2.392063e+000	-7.277702e+001	9.771464e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7249890.000	3.957793e-005	-2.600812e+000	-7.232192e+001	7.994216e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7899880.000	-3.127863e-004	-2.810194e+000	-7.181084e+001	8.505384e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
8549870.000	1.734220e-003	-3.024895e+000	-7.110782e+001	8.378378e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9199860.000	4.329667e-004	-3.231397e+000	-7.040839e+001	8.798439e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9849850.000	9.905400e-004	-3.438800e+000	-7.019743e+001	8.529073e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
10499840.000	-1.751342e-004	-3.632008e+000	-6.930920e+001	8.820332e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11149830.000	-2.359189e-003	-3.837319e+000	-6.857886e+001	8.696016e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11799820.000	-2.724862e-003	-4.036037e+000	-6.809823e+001	8.676778e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
12449810.000	-1.172598e-003	-4.248541e+000	-6.767680e+001	8.578923e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
13099800.000	-2.909574e-005	-4.466127e+000	-6.728347e+001	8.571771e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
13749790.000	-5.542728e-004	-4.669410e+000	-6.686830e+001	8.654608e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
14399780.000	-1.582755e-003	-4.880918e+000	-6.660892e+001	8.569428e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
15049770.000	-2.499135e-003	-5.096074e+000	-6.610082e+001	8.466228e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
15699760.000	-6.194916e-004	-5.281199e+000	-6.575483e+001	8.412786e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
16349750.000	-4.759368e-004	-5.482999e+000	-6.538042e+001	8.471811e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
16999740.000	-3.070833e-003	-5.699587e+000	-6.515691e+001	8.614775e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
17649730.000	4.651112e-003	-5.930156e+000	-6.502922e+001	8.608378e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
18299720.000	6.976549e-003	-6.146850e+000	-6.427748e+001	8.474031e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
18949710.000	6.803513e-003	-6.352272e+000	-6.437792e+001	8.533132e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
19599700.000	1.008597e-003	-6.529408e+000	-6.394634e+001	8.428548e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
20249690.000	-2.706220e-003	-6.720353e+000	-6.380618e+001	8.484870e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
20899680.000	-4.625217e-003	-6.961367e+000	-6.361501e+001	8.378025e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
21549670.000	-4.481634e-003	-7.173172e+000	-6.342966e+001	8.525218e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
22199660.000	-3.966196e-003	-7.370082e+000	-6.297607e+001	8.544521e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
22849650.000	-3.130127e-004	-7.546451e+000	-6.278543e+001	8.744495e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
23499640.000	-1.436087e-003	-7.752649e+000	-6.236509e+001	8.766997e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
24149630.000	-3.618853e-003	-7.961566e+000	-6.195675e+001	8.855977e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
24799620.000	-3.171250e-003	-8.168563e+000	-6.138478e+001	8.765547e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
25449610.000	6.303708e-004	-8.376423e+000	-6.108276e+001	8.599944e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
26099600.000	-4.554291e-004	-8.577798e+000	-6.091850e+001	8.568204e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
26749590.000	-1.558567e-003	-8.786253e+000	-6.086525e+001	8.497887e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
27399580.000	-1.713081e-003	-8.998005e+000	-6.040549e+001	8.469170e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
28049570.000	-1.020996e-003	-9.210070e+000	-6.007712e+001	8.405315e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
28699560.000	-1.211983e-003	-9.406600e+000	-5.994122e+001	8.379511e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
29349550.000	-1.880352e-003	-9.608592e+000	-5.980433e+001	8.296123e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
29999540.000	-1.875784e-003	-9.814991e+000	-5.980534e+001	8.227456e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
30649530.000	-1.983778e-003	-1.002661e+001	-5.944735e+001	8.174716e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
31299520.000	-1.674248e-003	-1.024141e+001	-5.939425e+001	8.171364e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
31949510.000	-2.322732e-003	-1.044709e+001	-5.921626e+001	8.110106e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
32599500.000	-2.985023e-003	-1.065401e+001	-5.903459e+001	8.067496e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
33249490.000	-2.546077e-003	-1.086392e+001	-5.881737e+001	8.042621e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
33899480.000	-2.920016e-003	-1.107210e+001	-5.872658e+001	7.998020e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
34549470.000	-3.134600e-003	-1.126945e+001	-5.850107e+001	8.012130e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
35199460.000	-2.677829e-003	-1.147300e+001	-5.843114e+001	7.982995e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
35849450.000	-3.498143e-003	-1.167342e+001	-5.826974e+001	7.995934e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
36499440.000	-3.174063e-003	-1.188025e+001	-5.814467e+001	7.924760e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
37149430.000	-3.750095e-003	-1.208786e+001	-5.804042e+001	7.895747e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
37799420.000	-3.607428e-003	-1.229956e+001	-5.789587e+001	7.912349e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
38449410.000	-3.260187e-003	-1.250446e+001	-5.782466e+001	7.863048e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
39099400.000	-3.994590e-003	-1.271758e+001	-5.767932e+001	7.829746e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
39749390.000	-4.718370e-003	-1.292788e+001	-5.747284e+001	7.832551e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
40399380.000	-5.161832e-003	-1.313731e+001	-5.742974e+001	7.834193e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
41049370.000	-4.531562e-003	-1.334536e+001	-5.724892e+001	7.758466e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
41699360.000	-3.755523e-003	-1.354733e+001	-5.713120e+001	7.742212e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
42349350.000	-3.667590e-003	-1.375521e+001	-5.694117e+001	7.760813e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
42999340.000	-4.200517e-003	-1.395902e+001	-5.690606e+001	7.715470e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
43649330.000	-4.109133e-003	-1.416493e+001	-5.681109e+001	7.762560e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
44299320.000	-4.269691e-003	-1.437507e+001	-5.668481e+001	7.747218e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
44949310.000	-4.752422e-003	-1.458186e+001	-5.656595e+001	7.690866e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
45599300.000	-5.300259e-003	-1.479385e+001	-5.652404e+001	7.732282e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
46249290.000	-5.822143e-003	-1.499824e+001	-5.640399e+001	7.717502e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
46899280.000	-6.051142e-003	-1.520594e+001	-5.626494e+001	7.694023e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
47549270.000	-6.988161e-003	-1.540857e+001	-5.617359e+001	7.679744e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
48199260.000	-8.605837e-003	-1.562074e+001	-5.609911e+001	7.646265e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
48849250.000	-9.283000e-003	-1.583051e+001	-5.596136e+001	7.694757e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
49499240.000	-8.976583e-003	-1.603524e+001	-5.590556e+001	7.650676e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
50149230.000	-9.628699e-003	-1.624421e+001	-5.581583e+001	7.668401e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
50799220.000	-9.700207e-003	-1.645427e+001	-5.574931e+001	7.683140e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
51449210.000	-8.904673e-003	-1.666005e+001	-5.565163e+001	7.742142e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
52099200.000	-9.373544e-003	-1.686789e+001	-5.550560e+001	7.715493e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
52749190.000	-1.022236e-002	-1.707515e+001	-5.542242e+001	7.751559e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
53399180.000	-9.677716e-003	-1.727853e+001	-5.536555e+001	7.792769e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
54049170.000	-1.072742e-002	-1.748905e+001	-5.519062e+001	7.865068e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
54699160.000	-1.073825e-002	-1.769631e+001	-5.500464e+001	7.949715e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
55349150.000	-1.179180e-002	-1.790384e+001	-5.484824e+001	7.926732e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
55999140.000	-1.173300e-002	-1.811000e+001	-5.450894e+001	7.977090e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
56649130.000	-1.248450e-002	-1.831385e+001	-5.421967e+001	7.924394e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
57299120.000	-1.252909e-002	-1.852148e+001	-5.403171e+001	7.796847e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
57949110.000	-1.332144e-002	-1.872701e+001	-5.385924e+001	7.736280e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
58599100.000	-1.297294e-002	-1.893091e+001	-5.384739e+001	7.616874e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
59249090.000	-1.373475e-002	-1.914016e+001	-5.377196e+001	7.587726e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
59899080.000	-1.395152e-002	-1.934528e+001	-5.376025e+001	7.582596e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
60549070.000	-1.476242e-002	-1.954885e+001	-5.365619e+001	7.564594e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
61199060.000	-1.590079e-002	-1.975633e+001	-5.360198e+001	7.545497e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
61849050.000	-1.622258e-002	-1.995779e+001	-5.358175e+001	7.563471e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
62499040.000	-1.728717e-002	-2.016245e+001	-5.346883e+001	7.586783e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
63149030.000	-1.793562e-002	-2.036481e+001	-5.326354e+001	7.601195e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
63799020.000	-1.844429e-002	-2.057147e+001	-5.317964e+001	7.578846e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
64449010.000	-1.960068e-002	-2.077722e+001	-5.294629e+001	7.537631e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
65099000.000	-2.005820e-002	-2.097837e+001	-5.285309e+001	7.541721e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
65748990.000	-1.979017e-002	-2.118380e+001	-5.275160e+001	7.480141e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
66398980.000	-2.029268e-002	-2.138944e+001	-5.264704e+001	7.465918e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
67048970.000	-2.003880e-002	-2.159332e+001	-5.255144e+001	7.415245e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
67698960.000	-2.131472e-002	-2.179958e+001	-5.239343e+001	7.350451e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
68348950.000	-2.172038e-002	-2.200115e+001	-5.232876e+001	7.313746e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
68998940.000	-2.196600e-002	-2.220573e+001	-5.222415e+001	7.305131e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
69648930.000	-2.181701e-002	-2.241454e+001	-5.216051e+001	7.263095e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
70298920.000	-2.097446e-002	-2.262750e+001	-5.206626e+001	7.218975e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
70948910.000	-2.211831e-002	-2.283185e+001	-5.204764e+001	7.198260e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
71598900.000	-2.203840e-002	-2.304002e+001	-5.195727e+001	7.141637e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
72248890.000	-2.227633e-002	-2.324608e+001	-5.190554e+001	7.140010e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
72898880.000	-2.269407e-002	-2.344960e+001	-5.182305e+001	7.104749e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
73548870.000	-2.351592e-002	-2.365897e+001	-5.177666e+001	7.064073e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
74198860.000	-2.305848e-002	-2.386449e+001	-5.176189e+001	7.045229e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
74848850.000	-2.459521e-002	-2.407517e+001	-5.165981e+001	7.048848e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
75498840.000	-2.422437e-002	-2.428215e+001	-5.163747e+001	7.038285e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
76148830.000	-2.451850e-002	-2.448644e+001	-5.156152e+001	7.053646e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
76798820.000	-2.415085e-002	-2.469472e+001	-5.144621e+001	7.040184e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
77448810.000	-2.556429e-002	-2.489311e+001	-5.145889e+001	7.054638e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
78098800.000	-2.691740e-002	-2.509954e+001	-5.133148e+001	7.039353e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
78748790.000	-2.765455e-002	-2.530801e+001	-5.126551e+001	7.045523e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
79398780.000	-2.677348e-002	-2.550983e+001	-5.121577e+001	7.014828e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
80048770.000	-2.720624e-002	-2.572706e+001	-5.111225e+001	7.004014e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
80698760.000	-2.765599e-002	-2.593327e+001	-5.104326e+001	6.997562e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
81348750.000	-2.808867e-002	-2.613972e+001	-5.105588e+001	7.043477e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
81998740.000	-2.784909e-002	-2.634513e+001	-5.095253e+001	7.070007e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
82648730.000	-2.920284e-002	-2.655070e+001	-5.079920e+001	7.080426e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
83298720.000	-2.989938e-002	-2.675620e+001	-5.060440e+001	7.093272e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
83948710.000	-3.050290e-002	-2.696411e+001	-5.051844e+001	7.094430e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
84598700.000	-3.096182e-002	-2.717142e+001	-5.026031e+001	7.058432e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
85248690.000	-3.109075e-002	-2.737369e+001	-5.015485e+001	6.977239e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
85898680.000	-3.089342e-002	-2.758328e+001	-5.005214e+001	6.907062e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
86548670.000	-3.154966e-002	-2.778541e+001	-4.995903e+001	6.824609e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
87198660.000	-3.109308e-002	-2.799076e+001	-4.996127e+001	6.775074e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
87848650.000	-3.192396e-002	-2.819621e+001	-4.996320e+001	6.719241e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
88498640.000	-3.241135e-002	-2.840359e+001	-4.988790e+001	6.710823e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
89148630.000	-3.325756e-002	-2.860953e+001	-4.988485e+001	6.683081e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
89798620.000	-3.356601e-002	-2.881810e+001	-4.985647e+001	6.690403e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
