Frequency	S11_amp	S11_phase	S21_amp	S21_phase	S12_amp	S12_phase	S22_amp	S22_phase
100000.000	4.922228e-002	-5.712955e-001	-9.353433e+001	-6.655698e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
749990.000	1.928024e-003	-5.769286e-001	-8.604694e+001	-1.342590e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
1399980.000	2.004259e-003	-7.530785e-001	-8.466170e+001	-1.158114e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2049970.000	7.955648e-004	-9.522463e-001	-7.967277e+001	1.214857e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
2699960.000	2.030993e-004	-1.150400e+000	-9.013116e+001	1.048488e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3349950.000	2.646015e-003	-1.363966e+000	-7.803634e+001	1.388834e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
3999940.000	2.062827e-003	-1.555789e+000	-8.044130e+001	1.022245e+002	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
4649930.000	1.999403e-003	-1.775306e+000	-7.689687e+001	9.535630e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5299920.000	2.144478e-003	-1.966318e+000	-8.061771e+001	9.021131e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
5949910.000	2.521191e-003	-2.181705e+000	-7.422030e+001	8.181475e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
6599900.000	1.556338e-003	-2.385292e+000	-7.392604e+001	7.058064e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7249890.000	1.101459e-003	-2.590275e+000	-7.179624e+001	9.172229e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
7899880.000	9.989375e-004	-2.807125e+000	-7.127400e+001	8.494893e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
8549870.000	4.266734e-003	-3.018925e+000	-7.264080e+001	9.028942e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9199860.000	2.741215e-003	-3.225142e+000	-7.127948e+001	8.598301e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
9849850.000	2.956831e-003	-3.433592e+000	-7.071993e+001	8.971722e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
10499840.000	1.668236e-003	-3.633950e+000	-7.034909e+001	8.824026e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11149830.000	-3.090087e-004	-3.833383e+000	-7.025164e+001	8.614632e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
11799820.000	-5.084703e-004	-4.035432e+000	-6.947551e+001	8.705146e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
12449810.000	7.422726e-004	-4.249353e+000	-6.944024e+001	8.579307e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
13099800.000	1.587465e-003	-4.461216e+000	-6.848061e+001	8.657657e+001	-2.000000e+002	0.000000e+000	-2.000000e+002	0.000000e+000
