Frequency,Phase
100000.0,179.88
749990.0,179.100012
1399980.0,178.320024
2049970.0,177.540036
2699960.0,176.76004799999998
3349950.0,175.98005999999998
3999940.0,175.20007199999998
4649930.0,174.42008399999997
5299920.0,173.64009600000003
5949910.0,172.86010800000003
6599900.0,172.08012000000002
7249890.0,171.30013200000002
7899880.0,170.52014400000002
8549870.0,169.740156
9199860.0,168.960168
9849850.0,168.18018
10499840.0,167.400192
11149830.0,166.620204
11799820.0,165.840216
12449810.0,165.060228
13099800.0,164.28024
13749790.0,163.500252
14399780.0,162.720264
15049770.0,161.94027599999998
15699760.0,161.16028799999998
16349750.0,160.38029999999998
16999740.0,159.60031199999997
17649730.0,158.82032400000003
18299720.0,158.04033600000002
18949710.0,157.26034800000002
19599700.0,156.48036000000002
20249690.0,155.70037200000002
20899680.0,154.920384
21549670.0,154.140396
22199660.0,153.360408
22849650.0,152.58042
23499640.0,151.800432
24149630.0,151.020444
24799620.0,150.240456
25449610.0,149.460468
26099600.0,148.68048
26749590.0,147.90049199999999
27399580.0,147.12050399999998
28049570.0,146.34051599999998
28699560.0,145.56052799999998
29349550.0,144.78053999999997
29999540.0,144.00055199999997
30649530.0,143.22056400000002
31299520.0,142.44057600000002
31949510.0,141.66058800000002
32599500.0,140.88060000000002
33249490.0,140.100612
33899480.0,139.320624
34549470.0,138.540636
35199460.0,137.760648
35849450.0,136.98066
36499440.0,136.200672
37149430.0,135.420684
37799420.0,134.640696
38449410.0,133.860708
39099400.0,133.08071999999999
39749390.0,132.30073199999998
40399380.0,131.52074399999998
41049370.0,130.74075600000003
41699360.0,129.96076800000003
42349350.0,129.18078000000003
42999340.0,128.40079200000002
43649330.0,127.62080400000002
44299320.0,126.84081600000002
44949310.0,126.06082800000001
45599300.0,125.28084000000001
46249290.0,124.50085200000001
46899280.0,123.720864
47549270.0,122.940876
48199260.0,122.160888
48849250.0,121.3809
49499240.0,120.600912
50149230.0,119.82092399999999
50799220.0,119.04093599999999
51449210.0,118.26094799999998
52099200.0,117.48095999999998
52749190.0,116.70097199999998
53399180.0,115.92098399999998
54049170.0,115.14099599999997
54699160.0,114.36100799999997
55349150.0,113.58102000000002
55999140.0,112.80103200000002
56649130.0,112.02104400000002
57299120.0,111.24105600000001
57949110.0,110.46106800000001
58599100.0,109.68108000000001
59249090.0,108.901092
59899080.0,108.121104
60549070.0,107.341116
61199060.0,106.561128
61849050.0,105.78114
62499040.0,105.00115199999999
63149030.0,104.22116399999999
63799020.0,103.44117599999998
64449010.0,102.66118799999998
65099000.0,101.88119999999998
65748990.0,101.10121200000003
66398980.0,100.32122400000003
67048970.0,99.54123600000003
67698960.0,98.76124800000002
68348950.0,97.98126000000002
68998940.0,97.20127200000002
69648930.0,96.42128400000001
70298920.0,95.64129600000001
70948910.0,94.86130800000001
71598900.0,94.08132
72248890.0,93.301332
72898880.0,92.521344
73548870.0,91.741356
74198860.0,90.961368
74848850.0,90.18137999999999
75498840.0,89.40139199999999
76148830.0,88.62140399999998
76798820.0,87.84141599999998
77448810.0,87.06142799999998
78098800.0,86.28143999999998
78748790.0,85.50145199999997
79398780.0,84.72146399999997
80048770.0,83.94147599999997
80698760.0,83.16148799999996
81348750.0,82.38150000000002
81998740.0,81.60151200000001
82648730.0,80.82152400000001
83298720.0,80.04153600000001
