Frequency,Phase
100000.0,179.808
749990.0,178.5600192
1399980.0,177.3120384
2049970.0,176.0640576
2699960.0,174.81607680000002
3349950.0,173.56809600000003
3999940.0,172.32011519999998
4649930.0,171.07213439999998
5299920.0,169.8241536
5949910.0,168.5761728
6599900.0,167.328192
7249890.0,166.0802112
7899880.0,164.83223040000001
8549870.0,163.58424960000002
9199860.0,162.33626879999997
9849850.0,161.08828799999998
10499840.0,159.84030719999998
11149830.0,158.5923264
11799820.0,157.3443456
12449810.0,156.0963648
13099800.0,154.848384
13749790.0,153.60040320000002
14399780.0,152.35242240000002
15049770.0,151.10444159999997
15699760.0,149.85646079999998
16349750.0,148.60848
16999740.0,147.3604992
17649730.0,146.1125184
18299720.0,144.8645376
18949710.0,143.6165568
19599700.0,142.36857600000002
20249690.0,141.12059520000003
20899680.0,139.87261439999997
21549670.0,138.62463359999998
22199660.0,137.3766528
22849650.0,136.128672
23499640.0,134.8806912
24149630.0,133.6327104
24799620.0,132.38472960000001
25449610.0,131.13674880000002
26099600.0,129.88876800000003
26749590.0,128.64078719999998
27399580.0,127.39280639999998
28049570.0,126.14482559999999
28699560.0,124.8968448
29349550.0,123.648864
29999540.0,122.40088320000001
30649530.0,121.15290240000002
31299520.0,119.90492160000002
31949510.0,118.65694079999997
32599500.0,117.40895999999998
33249490.0,116.16097919999999
33899480.0,114.91299839999999
34549470.0,113.6650176
35199460.0,112.4170368
35849450.0,111.16905600000001
36499440.0,109.92107520000002
37149430.0,108.67309439999997
37799420.0,107.42511360000003
38449410.0,106.17713279999998
39099400.0,104.92915199999999
39749390.0,103.6811712
40399380.0,102.4331904
41049370.0,101.18520960000001
41699360.0,99.93722880000001
42349350.0,98.68924800000002
42999340.0,97.44126719999997
43649330.0,96.19328640000003
44299320.0,94.94530559999998
44949310.0,93.69732479999999
45599300.0,92.449344
46249290.0,91.2013632
46899280.0,89.95338240000001
47549270.0,88.70540160000002
48199260.0,87.45742080000002
48849250.0,86.20943999999997
49499240.0,84.96145920000004
50149230.0,83.71347839999999
50799220.0,82.46549759999999
51449210.0,81.2175168
52099200.0,79.969536
52749190.0,78.72155520000001
53399180.0,77.47357439999996
54049170.0,76.22559360000002
54699160.0,74.9776128
55349150.0,73.72963199999998
55999140.0,72.48165119999999
56649130.0,71.2336704
57299120.0,69.9856896
57949110.0,68.73770880000001
58599100.0,67.48972799999999
59249090.0,66.24174719999999
59899080.0,64.99376640000003
60549070.0,63.74578559999998
61199060.0,62.49780479999998
61849050.0,61.24982399999999
62499040.0,60.001843199999996
63149030.0,58.7538624
63799020.0,57.50588160000001
64449010.0,56.257900800000016
65099000.0,55.00992000000002
65748990.0,53.76193919999997
66398980.0,52.51395840000001
67048970.0,51.265977600000014
67698960.0,50.01799679999999
68348950.0,48.770016
68998940.0,47.522035199999976
69648930.0,46.27405440000001
70298920.0,45.02607360000002
70948910.0,43.778092799999996
71598900.0,42.530112
72248890.0,41.28213120000001
72898880.0,40.03415039999999
73548870.0,38.786169599999994
74198860.0,37.5381888
74848850.0,36.29020800000001
75498840.0,35.04222720000001
76148830.0,33.79424639999999
76798820.0,32.5462656
77448810.0,31.298284800000005
78098800.0,30.050303999999983
78748790.0,28.80232319999999
79398780.0,27.554342399999996
80048770.0,26.306361600000002
80698760.0,25.05838080000001
81348750.0,23.810399999999987
81998740.0,22.562419199999994
82648730.0,21.3144384
83298720.0,20.066457600000007
83948710.0,18.818476800000013
84598700.0,17.57049600000002
85248690.0,16.322515199999998
85898680.0,15.074534400000005
86548670.0,13.826553599999983
87198660.0,12.57857279999999
87848650.0,11.330591999999996
88498640.0,10.082611200000002
89148630.0,8.834630400000009
89798620.0,7.586649600000015
90448610.0,6.3386687999999936
91098600.0,5.090688
91748590.0,3.8427071999999782
92398580.0,2.594726399999985
93048570.0,1.3467456000000197
93698560.0,0.09876479999999788
94348550.0,-1.149216000000024
94998540.0,-2.3971968000000174
95648530.0,-3.645177600000011
96298520.0,-4.893158400000004
96948510.0,-6.141139199999998
97598500.0,-7.389119999999991
98248490.0,-8.637100800000013
98898480.0,-9.885081600000007
99548470.0,-11.1330624
