"# Channel 1"
"# Trace 4"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, +5.73549990412E+001, +0.00000000000E+000
+9.49970000000E+005, +1.29943295532E+002, +0.00000000000E+000
+1.59994000000E+006, +1.01244690249E+002, +0.00000000000E+000
+2.24991000000E+006, +7.40292986570E+001, +0.00000000000E+000
+2.89988000000E+006, +9.89110010452E+001, +0.00000000000E+000
+3.54985000000E+006, +8.09871287743E+001, +0.00000000000E+000
+4.19982000000E+006, +8.13541376034E+001, +0.00000000000E+000
+4.84979000000E+006, +1.27709935656E+002, +0.00000000000E+000
+5.49976000000E+006, +8.56890441143E+001, +0.00000000000E+000
+6.14973000000E+006, +9.87424218744E+001, +0.00000000000E+000
+6.79970000000E+006, +1.34738822946E+002, +0.00000000000E+000
+7.44967000000E+006, +8.70051323346E+001, +0.00000000000E+000
+8.09964000000E+006, +8.24711413314E+001, +0.00000000000E+000
+8.74961000000E+006, +8.35346546853E+001, +0.00000000000E+000
+9.39958000000E+006, +8.91323665790E+001, +0.00000000000E+000
+1.00495500000E+007, +8.52489148195E+001, +0.00000000000E+000
+1.06995200000E+007, +8.99536360585E+001, +0.00000000000E+000
+1.13494900000E+007, +8.58544758663E+001, +0.00000000000E+000
+1.19994600000E+007, +8.70221943714E+001, +0.00000000000E+000
+1.26494300000E+007, +8.50119826635E+001, +0.00000000000E+000
+1.32994000000E+007, +8.55194838604E+001, +0.00000000000E+000
+1.39493700000E+007, +8.40859935240E+001, +0.00000000000E+000
+1.45993400000E+007, +8.71780218209E+001, +0.00000000000E+000
+1.52493100000E+007, +9.02884154287E+001, +0.00000000000E+000
+1.58992800000E+007, +8.73680612632E+001, +0.00000000000E+000
+1.65492500000E+007, +8.83407217576E+001, +0.00000000000E+000
+1.71992200000E+007, +8.69862092419E+001, +0.00000000000E+000
+1.78491900000E+007, +8.63973598795E+001, +0.00000000000E+000
+1.84991600000E+007, +8.39580901796E+001, +0.00000000000E+000
+1.91491300000E+007, +8.28163398341E+001, +0.00000000000E+000
+1.97991000000E+007, +8.93174082076E+001, +0.00000000000E+000
+2.04490700000E+007, +8.81923378607E+001, +0.00000000000E+000
+2.10990400000E+007, +8.86192438768E+001, +0.00000000000E+000
+2.17490100000E+007, +9.24720382898E+001, +0.00000000000E+000
+2.23989800000E+007, +9.16662584164E+001, +0.00000000000E+000
+2.30489500000E+007, +9.58254066082E+001, +0.00000000000E+000
+2.36989200000E+007, +9.55914496746E+001, +0.00000000000E+000
+2.43488900000E+007, +9.46108183935E+001, +0.00000000000E+000
+2.49988600000E+007, +9.38746105102E+001, +0.00000000000E+000
+2.56488300000E+007, +9.25471073179E+001, +0.00000000000E+000
+2.62988000000E+007, +9.02119666096E+001, +0.00000000000E+000
+2.69487700000E+007, +8.87121209325E+001, +0.00000000000E+000
+2.75987400000E+007, +8.83824025781E+001, +0.00000000000E+000
+2.82487100000E+007, +8.80038929816E+001, +0.00000000000E+000
+2.88986800000E+007, +8.84918645036E+001, +0.00000000000E+000
+2.95486500000E+007, +8.65171645789E+001, +0.00000000000E+000
+3.01986200000E+007, +8.73379791353E+001, +0.00000000000E+000
+3.08485900000E+007, +8.64620586502E+001, +0.00000000000E+000
+3.14985600000E+007, +8.47885055944E+001, +0.00000000000E+000
+3.21485300000E+007, +8.63546055930E+001, +0.00000000000E+000
+3.27985000000E+007, +8.63641784089E+001, +0.00000000000E+000
+3.34484700000E+007, +8.64149394908E+001, +0.00000000000E+000
+3.40984400000E+007, +8.78559466250E+001, +0.00000000000E+000
+3.47484100000E+007, +8.69545867457E+001, +0.00000000000E+000
