"# Channel 1"
"# Trace 3"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -6.27421099447E+001, +0.00000000000E+000
+9.49970000000E+005, -6.90267676649E+001, +0.00000000000E+000
+1.59994000000E+006, -6.34197773746E+001, +0.00000000000E+000
+2.24991000000E+006, -6.71005251736E+001, +0.00000000000E+000
+2.89988000000E+006, -7.63672388370E+001, +0.00000000000E+000
+3.54985000000E+006, -7.03124390417E+001, +0.00000000000E+000
+4.19982000000E+006, -6.96480661024E+001, +0.00000000000E+000
+4.84979000000E+006, -7.19494719162E+001, +0.00000000000E+000
+5.49976000000E+006, -8.33856336503E+001, +0.00000000000E+000
+6.14973000000E+006, -8.21550385441E+001, +0.00000000000E+000
+6.79970000000E+006, -6.75113216027E+001, +0.00000000000E+000
+7.44967000000E+006, -7.19235794883E+001, +0.00000000000E+000
+8.09964000000E+006, -6.95141859067E+001, +0.00000000000E+000
+8.74961000000E+006, -8.31106752946E+001, +0.00000000000E+000
+9.39958000000E+006, -8.99675614360E+001, +0.00000000000E+000
+1.00495500000E+007, -7.79099943443E+001, +0.00000000000E+000
+1.06995200000E+007, -7.91353304096E+001, +0.00000000000E+000
+1.13494900000E+007, -8.84471674646E+001, +0.00000000000E+000
+1.19994600000E+007, -1.05154798117E+002, +0.00000000000E+000
+1.26494300000E+007, -8.53272753153E+001, +0.00000000000E+000
+1.32994000000E+007, -8.83769294966E+001, +0.00000000000E+000
+1.39493700000E+007, -8.72769098888E+001, +0.00000000000E+000
+1.45993400000E+007, -8.67098389368E+001, +0.00000000000E+000
+1.52493100000E+007, -1.01746365658E+002, +0.00000000000E+000
+1.58992800000E+007, -8.20190506151E+001, +0.00000000000E+000
+1.65492500000E+007, -7.80674348553E+001, +0.00000000000E+000
+1.71992200000E+007, -1.00187803831E+002, +0.00000000000E+000
+1.78491900000E+007, -8.09879624003E+001, +0.00000000000E+000
+1.84991600000E+007, -8.81879260659E+001, +0.00000000000E+000
+1.91491300000E+007, -9.13036035662E+001, +0.00000000000E+000
+1.97991000000E+007, -8.67564129187E+001, +0.00000000000E+000
+2.04490700000E+007, -8.16154120127E+001, +0.00000000000E+000
+2.10990400000E+007, -8.97794979883E+001, +0.00000000000E+000
+2.17490100000E+007, -8.48344093168E+001, +0.00000000000E+000
+2.23989800000E+007, -8.04503592587E+001, +0.00000000000E+000
+2.30489500000E+007, -9.08755970059E+001, +0.00000000000E+000
+2.36989200000E+007, -8.58919651093E+001, +0.00000000000E+000
+2.43488900000E+007, -8.24993120596E+001, +0.00000000000E+000
+2.49988600000E+007, -7.72824301954E+001, +0.00000000000E+000
+2.56488300000E+007, -8.86502086379E+001, +0.00000000000E+000
+2.62988000000E+007, -9.00304114935E+001, +0.00000000000E+000
+2.69487700000E+007, -9.01315752999E+001, +0.00000000000E+000
+2.75987400000E+007, -9.54831853253E+001, +0.00000000000E+000
+2.82487100000E+007, -8.71914028587E+001, +0.00000000000E+000
+2.88986800000E+007, -8.20667536804E+001, +0.00000000000E+000
+2.95486500000E+007, -9.25143071905E+001, +0.00000000000E+000
+3.01986200000E+007, -8.32091901635E+001, +0.00000000000E+000
+3.08485900000E+007, -8.22455079769E+001, +0.00000000000E+000
+3.14985600000E+007, -8.36682526923E+001, +0.00000000000E+000
+3.21485300000E+007, -8.35066793701E+001, +0.00000000000E+000
+3.27985000000E+007, -8.14948535195E+001, +0.00000000000E+000
+3.34484700000E+007, -8.05356188314E+001, +0.00000000000E+000
+3.40984400000E+007, -8.50824021383E+001, +0.00000000000E+000
+3.47484100000E+007, -9.13511960406E+001, +0.00000000000E+000
+3.53983800000E+007, -8.93181324306E+001, +0.00000000000E+000
+3.60483500000E+007, -8.35312216179E+001, +0.00000000000E+000
+3.66983200000E+007, -8.46346086045E+001, +0.00000000000E+000
+3.73482900000E+007, -8.28885612086E+001, +0.00000000000E+000
+3.79982600000E+007, -8.65380475217E+001, +0.00000000000E+000
+3.86482300000E+007, -9.00377263250E+001, +0.00000000000E+000
+3.92982000000E+007, -9.25143732446E+001, +0.00000000000E+000
+3.99481700000E+007, -8.23775689086E+001, +0.00000000000E+000
+4.05981400000E+007, -8.68338807537E+001, +0.00000000000E+000
+4.12481100000E+007, -1.01667880522E+002, +0.00000000000E+000
+4.18980800000E+007, -8.61650997424E+001, +0.00000000000E+000
+4.25480500000E+007, -8.21986572006E+001, +0.00000000000E+000
+4.31980200000E+007, -8.25558858382E+001, +0.00000000000E+000
+4.38479900000E+007, -8.76812203878E+001, +0.00000000000E+000
+4.44979600000E+007, -8.15414846812E+001, +0.00000000000E+000
+4.51479300000E+007, -9.55566865527E+001, +0.00000000000E+000
+4.57979000000E+007, -1.00306544837E+002, +0.00000000000E+000
+4.64478700000E+007, -1.01184604407E+002, +0.00000000000E+000
+4.70978400000E+007, -8.31780355371E+001, +0.00000000000E+000
+4.77478100000E+007, -1.02517068805E+002, +0.00000000000E+000
+4.83977800000E+007, -8.74287314924E+001, +0.00000000000E+000
+4.90477500000E+007, -8.96138171349E+001, +0.00000000000E+000
+4.96977200000E+007, -8.10287538189E+001, +0.00000000000E+000
+5.03476900000E+007, -8.16807508313E+001, +0.00000000000E+000
+5.09976600000E+007, -9.45915812229E+001, +0.00000000000E+000
+5.16476300000E+007, -8.06348179889E+001, +0.00000000000E+000
+5.22976000000E+007, -8.65075202365E+001, +0.00000000000E+000
+5.29475700000E+007, -8.25457428052E+001, +0.00000000000E+000
+5.35975400000E+007, -7.76530944850E+001, +0.00000000000E+000
+5.42475100000E+007, -9.05167121541E+001, +0.00000000000E+000
+5.48974800000E+007, -8.81546204537E+001, +0.00000000000E+000
+5.55474500000E+007, -8.95211145551E+001, +0.00000000000E+000
+5.61974200000E+007, -1.03704484467E+002, +0.00000000000E+000
+5.68473900000E+007, -8.05318264973E+001, +0.00000000000E+000
+5.74973600000E+007, -9.09633112139E+001, +0.00000000000E+000
+5.81473300000E+007, -8.94157134708E+001, +0.00000000000E+000
+5.87973000000E+007, -8.68526892152E+001, +0.00000000000E+000
+5.94472700000E+007, -9.02368847790E+001, +0.00000000000E+000
+6.00972400000E+007, -8.69640117475E+001, +0.00000000000E+000
+6.07472100000E+007, -8.08812139129E+001, +0.00000000000E+000
+6.13971800000E+007, -8.88304893441E+001, +0.00000000000E+000
+6.20471500000E+007, -8.18748101716E+001, +0.00000000000E+000
+6.26971200000E+007, -9.27336084489E+001, +0.00000000000E+000
+6.33470900000E+007, -9.36289298086E+001, +0.00000000000E+000
+6.39970600000E+007, -9.44446526514E+001, +0.00000000000E+000
+6.46470300000E+007, -8.24598662455E+001, +0.00000000000E+000
+6.52970000000E+007, -8.49577190232E+001, +0.00000000000E+000
+6.59469700000E+007, -8.10912637549E+001, +0.00000000000E+000
+6.65969400000E+007, -8.36786904968E+001, +0.00000000000E+000
+6.72469100000E+007, -8.68733207438E+001, +0.00000000000E+000
+6.78968800000E+007, -8.79163724916E+001, +0.00000000000E+000
+6.85468500000E+007, -8.94815430157E+001, +0.00000000000E+000
+6.91968200000E+007, -8.66364007101E+001, +0.00000000000E+000
+6.98467900000E+007, -8.50108806432E+001, +0.00000000000E+000
+7.04967600000E+007, -7.80264785235E+001, +0.00000000000E+000
+7.11467300000E+007, -9.15282866432E+001, +0.00000000000E+000
+7.17967000000E+007, -9.66715271554E+001, +0.00000000000E+000
+7.24466700000E+007, -8.27223880350E+001, +0.00000000000E+000
+7.30966400000E+007, -9.68422832651E+001, +0.00000000000E+000
+7.37466100000E+007, -8.59243861164E+001, +0.00000000000E+000
+7.43965800000E+007, -8.53564292930E+001, +0.00000000000E+000
+7.50465500000E+007, -8.59881765553E+001, +0.00000000000E+000
+7.56965200000E+007, -8.92552878527E+001, +0.00000000000E+000
+7.63464900000E+007, -8.45601007298E+001, +0.00000000000E+000
+7.69964600000E+007, -9.02987829697E+001, +0.00000000000E+000
+7.76464300000E+007, -8.42604821135E+001, +0.00000000000E+000
+7.82964000000E+007, -9.09305104661E+001, +0.00000000000E+000
+7.89463700000E+007, -8.53259329115E+001, +0.00000000000E+000
+7.95963400000E+007, -8.15861718414E+001, +0.00000000000E+000
+8.02463100000E+007, -8.86568129659E+001, +0.00000000000E+000
+8.08962800000E+007, -8.42232985110E+001, +0.00000000000E+000
+8.15462500000E+007, -8.37737949681E+001, +0.00000000000E+000
+8.21962200000E+007, -8.06207993559E+001, +0.00000000000E+000
+8.28461900000E+007, -8.11415427998E+001, +0.00000000000E+000
+8.34961600000E+007, -1.00439680943E+002, +0.00000000000E+000
+8.41461300000E+007, -8.09227534545E+001, +0.00000000000E+000
+8.47961000000E+007, -8.14937941106E+001, +0.00000000000E+000
+8.54460700000E+007, -9.80737011712E+001, +0.00000000000E+000
+8.60960400000E+007, -8.60336660196E+001, +0.00000000000E+000
+8.67460100000E+007, -8.66112925986E+001, +0.00000000000E+000
+8.73959800000E+007, -8.79936916235E+001, +0.00000000000E+000
+8.80459500000E+007, -7.99572836736E+001, +0.00000000000E+000
+8.86959200000E+007, -8.96097216917E+001, +0.00000000000E+000
+8.93458900000E+007, -8.01790064741E+001, +0.00000000000E+000
+8.99958600000E+007, -8.75811073239E+001, +0.00000000000E+000
+9.06458300000E+007, -8.45143062069E+001, +0.00000000000E+000
+9.12958000000E+007, -8.27369267399E+001, +0.00000000000E+000
+9.19457700000E+007, -8.13110745531E+001, +0.00000000000E+000
+9.25957400000E+007, -8.85867076164E+001, +0.00000000000E+000
+9.32457100000E+007, -8.09258441290E+001, +0.00000000000E+000
+9.38956800000E+007, -8.74483301225E+001, +0.00000000000E+000
+9.45456500000E+007, -8.79203255930E+001, +0.00000000000E+000
+9.51956200000E+007, -8.27044380943E+001, +0.00000000000E+000
+9.58455900000E+007, -8.47551288635E+001, +0.00000000000E+000
+9.64955600000E+007, -8.58518539888E+001, +0.00000000000E+000
+9.71455300000E+007, -8.65811933268E+001, +0.00000000000E+000
+9.77955000000E+007, -1.00933113631E+002, +0.00000000000E+000
+9.84454700000E+007, -8.26085079903E+001, +0.00000000000E+000
+9.90954400000E+007, -8.85423389676E+001, +0.00000000000E+000
+9.97454100000E+007, -8.01287645200E+001, +0.00000000000E+000
+1.00395380000E+008, -8.98376338389E+001, +0.00000000000E+000
+1.01045350000E+008, -8.12903433100E+001, +0.00000000000E+000
+1.01695320000E+008, -9.63955718179E+001, +0.00000000000E+000
+1.02345290000E+008, -8.96056911193E+001, +0.00000000000E+000
+1.02995260000E+008, -8.51274923182E+001, +0.00000000000E+000
+1.03645230000E+008, -9.48240889246E+001, +0.00000000000E+000
+1.04295200000E+008, -8.31572819143E+001, +0.00000000000E+000
+1.04945170000E+008, -9.30412293263E+001, +0.00000000000E+000
+1.05595140000E+008, -1.16079955779E+002, +0.00000000000E+000
+1.06245110000E+008, -8.44834762510E+001, +0.00000000000E+000
+1.06895080000E+008, -8.93186157696E+001, +0.00000000000E+000
+1.07545050000E+008, -8.54716908064E+001, +0.00000000000E+000
+1.08195020000E+008, -1.05964825005E+002, +0.00000000000E+000
+1.08844990000E+008, -8.16865105215E+001, +0.00000000000E+000
+1.09494960000E+008, -8.50088577592E+001, +0.00000000000E+000
+1.10144930000E+008, -8.63050991997E+001, +0.00000000000E+000
+1.10794900000E+008, -9.05606157535E+001, +0.00000000000E+000
+1.11444870000E+008, -8.35076894048E+001, +0.00000000000E+000
+1.12094840000E+008, -8.37496075351E+001, +0.00000000000E+000
+1.12744810000E+008, -8.29959732983E+001, +0.00000000000E+000
+1.13394780000E+008, -1.00739247547E+002, +0.00000000000E+000
+1.14044750000E+008, -9.44750480307E+001, +0.00000000000E+000
+1.14694720000E+008, -8.43960942816E+001, +0.00000000000E+000
+1.15344690000E+008, -8.16147264646E+001, +0.00000000000E+000
+1.15994660000E+008, -8.66124705374E+001, +0.00000000000E+000
+1.16644630000E+008, -1.12532538223E+002, +0.00000000000E+000
+1.17294600000E+008, -8.15177327921E+001, +0.00000000000E+000
+1.17944570000E+008, -9.08904441065E+001, +0.00000000000E+000
+1.18594540000E+008, -8.33639722713E+001, +0.00000000000E+000
+1.19244510000E+008, -8.95958477894E+001, +0.00000000000E+000
+1.19894480000E+008, -8.35968960413E+001, +0.00000000000E+000
