"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+3.00000000000E+005, -4.49588553175E-001, +0.00000000000E+000
+9.49970000000E+005, -3.57096123115E-001, +0.00000000000E+000
+1.59994000000E+006, -3.25633462435E-001, +0.00000000000E+000
+2.24991000000E+006, -3.65003178414E-001, +0.00000000000E+000
+2.89988000000E+006, -3.08723905773E-001, +0.00000000000E+000
+3.54985000000E+006, -2.95942647527E-001, +0.00000000000E+000
+4.19982000000E+006, -3.20506341010E-001, +0.00000000000E+000
+4.84979000000E+006, -3.30817361210E-001, +0.00000000000E+000
+5.49976000000E+006, -2.82336345642E-001, +0.00000000000E+000
+6.14973000000E+006, -3.06726633006E-001, +0.00000000000E+000
+6.79970000000E+006, -3.24877764274E-001, +0.00000000000E+000
+7.44967000000E+006, -2.91524106207E-001, +0.00000000000E+000
+8.09964000000E+006, -3.59815926198E-001, +0.00000000000E+000
+8.74961000000E+006, -3.66091421426E-001, +0.00000000000E+000
+9.39958000000E+006, -3.83232602843E-001, +0.00000000000E+000
+1.00495500000E+007, -3.78318884737E-001, +0.00000000000E+000
+1.06995200000E+007, -3.70966644391E-001, +0.00000000000E+000
+1.13494900000E+007, -3.80906848618E-001, +0.00000000000E+000
+1.19994600000E+007, -3.75414232154E-001, +0.00000000000E+000
+1.26494300000E+007, -4.05645673492E-001, +0.00000000000E+000
+1.32994000000E+007, -4.02299492116E-001, +0.00000000000E+000
+1.39493700000E+007, -4.21353873065E-001, +0.00000000000E+000
+1.45993400000E+007, -4.59101905155E-001, +0.00000000000E+000
+1.52493100000E+007, -4.40090779966E-001, +0.00000000000E+000
+1.58992800000E+007, -4.39650631908E-001, +0.00000000000E+000
+1.65492500000E+007, -4.41976576245E-001, +0.00000000000E+000
+1.71992200000E+007, -4.74306611358E-001, +0.00000000000E+000
+1.78491900000E+007, -4.93746362197E-001, +0.00000000000E+000
+1.84991600000E+007, -5.04787704095E-001, +0.00000000000E+000
+1.91491300000E+007, -5.03581233896E-001, +0.00000000000E+000
+1.97991000000E+007, -4.72945400717E-001, +0.00000000000E+000
+2.04490700000E+007, -4.52322686512E-001, +0.00000000000E+000
+2.10990400000E+007, -5.04947306201E-001, +0.00000000000E+000
+2.17490100000E+007, -5.04941887578E-001, +0.00000000000E+000
+2.23989800000E+007, -4.98380301551E-001, +0.00000000000E+000
+2.30489500000E+007, -4.74278847846E-001, +0.00000000000E+000
+2.36989200000E+007, -5.02428245092E-001, +0.00000000000E+000
+2.43488900000E+007, -5.11954032997E-001, +0.00000000000E+000
+2.49988600000E+007, -5.06254225923E-001, +0.00000000000E+000
+2.56488300000E+007, -5.32649968914E-001, +0.00000000000E+000
+2.62988000000E+007, -5.23983724364E-001, +0.00000000000E+000
+2.69487700000E+007, -5.41059440257E-001, +0.00000000000E+000
+2.75987400000E+007, -5.68082050296E-001, +0.00000000000E+000
+2.82487100000E+007, -5.74005249641E-001, +0.00000000000E+000
+2.88986800000E+007, -5.83478673990E-001, +0.00000000000E+000
+2.95486500000E+007, -5.66758367134E-001, +0.00000000000E+000
+3.01986200000E+007, -5.98196412028E-001, +0.00000000000E+000
+3.08485900000E+007, -6.27440487173E-001, +0.00000000000E+000
+3.14985600000E+007, -6.23352334662E-001, +0.00000000000E+000
+3.21485300000E+007, -6.36272550601E-001, +0.00000000000E+000
+3.27985000000E+007, -6.50547318758E-001, +0.00000000000E+000
+3.34484700000E+007, -6.72046400579E-001, +0.00000000000E+000
+3.40984400000E+007, -6.68979629790E-001, +0.00000000000E+000
+3.47484100000E+007, -6.49658015311E-001, +0.00000000000E+000
+3.53983800000E+007, -6.85399644880E-001, +0.00000000000E+000
+3.60483500000E+007, -6.73030796747E-001, +0.00000000000E+000
+3.66983200000E+007, -6.71598055245E-001, +0.00000000000E+000
+3.73482900000E+007, -6.95734774923E-001, +0.00000000000E+000
+3.79982600000E+007, -6.93134664906E-001, +0.00000000000E+000
+3.86482300000E+007, -7.50044300924E-001, +0.00000000000E+000
+3.92982000000E+007, -7.48963627195E-001, +0.00000000000E+000
+3.99481700000E+007, -7.80414912744E-001, +0.00000000000E+000
+4.05981400000E+007, -7.47804030812E-001, +0.00000000000E+000
+4.12481100000E+007, -7.61972735507E-001, +0.00000000000E+000
+4.18980800000E+007, -7.70837660216E-001, +0.00000000000E+000
+4.25480500000E+007, -7.93270192396E-001, +0.00000000000E+000
+4.31980200000E+007, -8.10556378543E-001, +0.00000000000E+000
+4.38479900000E+007, -7.88167330755E-001, +0.00000000000E+000
+4.44979600000E+007, -8.26858395371E-001, +0.00000000000E+000
+4.51479300000E+007, -8.24919697184E-001, +0.00000000000E+000
+4.57979000000E+007, -8.49899206721E-001, +0.00000000000E+000
+4.64478700000E+007, -8.38086231425E-001, +0.00000000000E+000
+4.70978400000E+007, -8.49518313014E-001, +0.00000000000E+000
+4.77478100000E+007, -8.55990790497E-001, +0.00000000000E+000
+4.83977800000E+007, -8.81127863283E-001, +0.00000000000E+000
+4.90477500000E+007, -8.83762107683E-001, +0.00000000000E+000
+4.96977200000E+007, -9.05191398356E-001, +0.00000000000E+000
+5.03476900000E+007, -8.89155942185E-001, +0.00000000000E+000
+5.09976600000E+007, -9.13929937380E-001, +0.00000000000E+000
+5.16476300000E+007, -9.12477239671E-001, +0.00000000000E+000
+5.22976000000E+007, -9.13949890992E-001, +0.00000000000E+000
+5.29475700000E+007, -9.11971059960E-001, +0.00000000000E+000
+5.35975400000E+007, -9.24514605226E-001, +0.00000000000E+000
+5.42475100000E+007, -9.72680943652E-001, +0.00000000000E+000
+5.48974800000E+007, -9.73454688723E-001, +0.00000000000E+000
+5.55474500000E+007, -9.96768800770E-001, +0.00000000000E+000
+5.61974200000E+007, -1.00259571682E+000, +0.00000000000E+000
+5.68473900000E+007, -1.01005022357E+000, +0.00000000000E+000
+5.74973600000E+007, -1.01025944865E+000, +0.00000000000E+000
+5.81473300000E+007, -1.03164097460E+000, +0.00000000000E+000
+5.87973000000E+007, -1.02002753264E+000, +0.00000000000E+000
+5.94472700000E+007, -1.02886065859E+000, +0.00000000000E+000
+6.00972400000E+007, -1.02927973766E+000, +0.00000000000E+000
+6.07472100000E+007, -1.02275114344E+000, +0.00000000000E+000
+6.13971800000E+007, -1.02961120006E+000, +0.00000000000E+000
+6.20471500000E+007, -1.04315424798E+000, +0.00000000000E+000
+6.26971200000E+007, -1.07017676708E+000, +0.00000000000E+000
+6.33470900000E+007, -1.05031452692E+000, +0.00000000000E+000
+6.39970600000E+007, -1.05528603889E+000, +0.00000000000E+000
+6.46470300000E+007, -1.06664038928E+000, +0.00000000000E+000
+6.52970000000E+007, -1.12282360844E+000, +0.00000000000E+000
+6.59469700000E+007, -1.10992881353E+000, +0.00000000000E+000
+6.65969400000E+007, -1.09534940052E+000, +0.00000000000E+000
+6.72469100000E+007, -1.13629831005E+000, +0.00000000000E+000
+6.78968800000E+007, -1.11065000233E+000, +0.00000000000E+000
+6.85468500000E+007, -1.12703144424E+000, +0.00000000000E+000
+6.91968200000E+007, -1.13089438796E+000, +0.00000000000E+000
+6.98467900000E+007, -1.12942986325E+000, +0.00000000000E+000
+7.04967600000E+007, -1.14680840845E+000, +0.00000000000E+000
+7.11467300000E+007, -1.17130441554E+000, +0.00000000000E+000
+7.17967000000E+007, -1.18702346565E+000, +0.00000000000E+000
+7.24466700000E+007, -1.21688259709E+000, +0.00000000000E+000
+7.30966400000E+007, -1.18711809850E+000, +0.00000000000E+000
+7.37466100000E+007, -1.18682900255E+000, +0.00000000000E+000
+7.43965800000E+007, -1.20379820483E+000, +0.00000000000E+000
+7.50465500000E+007, -1.21615576997E+000, +0.00000000000E+000
+7.56965200000E+007, -1.23151300774E+000, +0.00000000000E+000
+7.63464900000E+007, -1.19902657142E+000, +0.00000000000E+000
+7.69964600000E+007, -1.23783064889E+000, +0.00000000000E+000
+7.76464300000E+007, -1.24896997826E+000, +0.00000000000E+000
+7.82964000000E+007, -1.23960315238E+000, +0.00000000000E+000
+7.89463700000E+007, -1.24317546570E+000, +0.00000000000E+000
+7.95963400000E+007, -1.28743047455E+000, +0.00000000000E+000
+8.02463100000E+007, -1.28579701039E+000, +0.00000000000E+000
+8.08962800000E+007, -1.27578026556E+000, +0.00000000000E+000
+8.15462500000E+007, -1.28059444208E+000, +0.00000000000E+000
+8.21962200000E+007, -1.28419096278E+000, +0.00000000000E+000
+8.28461900000E+007, -1.30829623445E+000, +0.00000000000E+000
+8.34961600000E+007, -1.32911889301E+000, +0.00000000000E+000
+8.41461300000E+007, -1.32933265160E+000, +0.00000000000E+000
+8.47961000000E+007, -1.32660345507E+000, +0.00000000000E+000
+8.54460700000E+007, -1.32939984284E+000, +0.00000000000E+000
+8.60960400000E+007, -1.32704119420E+000, +0.00000000000E+000
+8.67460100000E+007, -1.36145980223E+000, +0.00000000000E+000
